year,pid,name,pos,pred
2022,00-0036277,Quintez Cephus,WR,3.53
2022,00-0036309,Darnell Mooney,WR,6.77
2022,00-0036322,Justin Jefferson,WR,10.95
2022,00-0036326,Chase Claypool,WR,5.76
2022,00-0036331,Devin Duvernay,WR,3.28
2022,00-0036345,K.J. Osborn,WR,4.5
2022,00-0036358,CeeDee Lamb,WR,8.42
2022,00-0036365,Bryan Edwards,WR,3.09
2022,00-0036387,Jalen Reagor,WR,3.23
2022,00-0036407,Jerry Jeudy,WR,5.95
2022,00-0036410,Tee Higgins,WR,9.2
2022,00-0036415,Van Jefferson,WR,5.85
2022,00-0036550,Rashod Bateman,WR,6.27
2022,00-0036554,Nico Collins,WR,4.13
2022,00-0036613,Jaylen Waddle,WR,8.73
2022,00-0036635,Ihmir Smith-Marsette,WR,1.79
2022,00-0036900,Ja'Marr Chase,WR,10.52
2022,00-0036912,DeVonta Smith,WR,7.91
2022,00-0036913,Kadarius Toney,WR,4.24
2022,00-0036936,Rondale Moore,WR,5.04
2022,00-0036963,Amon-Ra St. Brown,WR,6.33
2022,00-0036980,Elijah Moore,WR,5.76
2022,00-0036988,Josh Palmer,WR,4.37
2022,00-0030061,Zach Ertz,TE,4.99
2022,00-0030108,Ryan Griffin,TE,1.38
2022,00-0030506,Travis Kelce,TE,7.95
2022,00-0031260,Logan Thomas,TE,3.74
2022,00-0031273,Cameron Brate,TE,2.71
2022,00-0031558,Maxx Williams,TE,1.94
2022,00-0031585,MyCole Pruitt,TE,1.11
2022,00-0031610,Darren Waller,TE,6.45
2022,00-0031951,James O'Shaughnessy,TE,1.81
2022,00-0032134,C.J. Uzomah,TE,2.87
2022,00-0032135,Jesse James,TE,0.56
2022,00-0032141,Geoff Swaim,TE,1.97
2022,00-0032214,Tyler Kroft,TE,1.44
2022,00-0032392,Austin Hooper,TE,3.25
2022,00-0032394,Nick Vannett,TE,0.87
2022,00-0033090,Hunter Henry,TE,5.2
2022,00-0033110,Tyler Higbee,TE,5.65
2022,00-0033217,Mo Alie-Cox,TE,3.13
2022,00-0033288,George Kittle,TE,6.95
2022,00-0033357,Taysom Hill,TE,7.67
2022,00-0033421,Antony Auclair,TE,-0.38
2022,00-0033455,Anthony Firkser,TE,1.75
2022,00-0033611,Ricky Seals-Jones,TE,1.26
2022,00-0033757,Robert Tonyan,TE,3.41
2022,00-0033881,Evan Engram,TE,3.39
2022,00-0033885,David Njoku,TE,4.11
2022,00-0033895,Gerald Everett,TE,4.21
2022,00-0034011,Dan Arnold,TE,3.05
2022,00-0034073,Ross Dwelley,TE,0.88
2022,00-0034270,Tyler Conklin,TE,3.6
2022,00-0034351,Dallas Goedert,TE,6.08
2022,00-0034383,Dalton Schultz,TE,5.77
2022,00-0034753,Mark Andrews,TE,8.22
2022,00-0034829,Mike Gesicki,TE,5.47
2022,00-0034830,Hayden Hurst,TE,2.9
2022,00-0034981,Foster Moreau,TE,2.91
2022,00-0035229,T.J. Hockenson,TE,5.21
2022,00-0035329,Donald Parham,TE,2.58
2022,00-0035547,Joseph Fortson,TE,1.73
2022,00-0035562,Jesper Horsted,TE,0.49
2022,00-0035644,Noah Fant,TE,4.99
2022,00-0035689,Dawson Knox,TE,5.68
2022,00-0036040,Juwan Johnson,TE,1.68
2022,00-0036232,Harrison Bryant,TE,2.66
2022,00-0036290,Cole Kmet,TE,4.79
2022,00-0036332,Josiah Deguara,TE,2.29
2022,00-0036422,Adam Trautman,TE,2.86
2022,00-0036423,Albert Okwuegbunam,TE,2.6
2022,00-0036556,Brevin Jordan,TE,2.18
2022,00-0036628,John Bates,TE,2.47
2022,00-0036754,Brock Wright,TE,1.98
2022,00-0036894,Pat Freiermuth,TE,4.8
2022,00-0036970,Kyle Pitts,TE,7.02
2023,00-0023459,Aaron Rodgers,QB,11.35
2023,00-0026158,Joe Flacco,QB,3.93
2023,00-0026498,Matthew Stafford,QB,14.68
2023,00-0027688,Colt McCoy,QB,5.96
2023,00-0027973,Andy Dalton,QB,5.8
2023,00-0029263,Russell Wilson,QB,14.99
2023,00-0029604,Kirk Cousins,QB,15.4
2023,00-0029701,Ryan Tannehill,QB,14.59
2023,00-0030565,Geno Smith,QB,15.59
2023,00-0031237,Teddy Bridgewater,QB,4.08
2023,00-0031280,Derek Carr,QB,9.87
2023,00-0031345,Jimmy Garoppolo,QB,11.88
2023,00-0031800,Taylor Heinicke,QB,11.19
2023,00-0032268,Marcus Mariota,QB,9.82
2023,00-0032950,Carson Wentz,QB,7.43
2023,00-0033077,Dak Prescott,QB,16.02
2023,00-0033106,Jared Goff,QB,14.44
2023,00-0033119,Jacoby Brissett,QB,13.45
2023,00-0033275,PJ Walker,QB,2.83
2023,00-0033319,Nick Mullens,QB,3.98
2023,00-0033537,Deshaun Watson,QB,15.5
2023,00-0033662,Cooper Rush,QB,5.52
2023,00-0033869,Mitchell Trubisky,QB,11.32
2023,00-0033873,Patrick Mahomes,QB,20.24
2023,00-0034401,Mike White,QB,7.24
2023,00-0034796,Lamar Jackson,QB,20.0
2023,00-0034855,Baker Mayfield,QB,9.56
2023,00-0034857,Josh Allen,QB,21.86
2023,00-0034869,Sam Darnold,QB,13.52
2023,00-0034955,Brett Rypien,QB,2.33
2023,00-0035228,Kyler Murray,QB,18.49
2023,00-0035289,Gardner Minshew,QB,4.41
2023,00-0035710,Daniel Jones,QB,18.05
2023,00-0035993,Tyler Huntley,QB,10.9
2023,00-0036212,Tua Tagovailoa,QB,14.68
2023,00-0036264,Jordan Love,QB,8.88
2023,00-0036355,Justin Herbert,QB,16.77
2023,00-0036389,Jalen Hurts,QB,21.85
2023,00-0036442,Joe Burrow,QB,20.19
2023,00-0036879,Sam Ehlinger,QB,5.85
2023,00-0036898,Davis Mills,QB,7.4
2023,00-0036945,Justin Fields,QB,19.66
2023,00-0036971,Trevor Lawrence,QB,17.51
2023,00-0036972,Mac Jones,QB,14.52
2023,00-0037013,Zach Wilson,QB,10.97
2023,00-0037834,Brock Purdy,QB,8.78
2023,00-0038102,Kenny Pickett,QB,12.41
2023,00-0038108,Bailey Zappe,QB,3.71
2023,00-0038122,Desmond Ridder,QB,8.35
2023,00-0030513,Latavius Murray,RB,5.75
2023,00-0030578,Cordarrelle Patterson,RB,5.93
2023,00-0031376,Jerick McKinnon,RB,4.91
2023,00-0031687,Raheem Mostert,RB,5.3
2023,00-0032144,Melvin Gordon,RB,4.12
2023,00-0032764,Derrick Henry,RB,13.0
2023,00-0033045,Ezekiel Elliott,RB,10.24
2023,00-0033118,Kenyan Drake,RB,4.05
2023,00-0033280,Christian McCaffrey,RB,12.98
2023,00-0033293,Aaron Jones,RB,9.98
2023,00-0033526,Samaje Perine,RB,5.15
2023,00-0033553,James Conner,RB,10.63
2023,00-0033699,Austin Ekeler,RB,11.57
2023,00-0033725,Corey Clement,RB,1.18
2023,00-0033856,Leonard Fournette,RB,7.8
2023,00-0033893,Dalvin Cook,RB,7.65
2023,00-0033897,Joe Mixon,RB,10.64
2023,00-0033906,Alvin Kamara,RB,9.55
2023,00-0033923,Kareem Hunt,RB,5.15
2023,00-0033925,D'Onta Foreman,RB,5.96
2023,00-0033948,Jamaal Williams,RB,6.22
2023,00-0033951,Marlon Mack,RB,1.77
2023,00-0034115,Jeff Wilson,RB,5.97
2023,00-0034184,Gus Edwards,RB,5.26
2023,00-0034301,Darrel Williams,RB,0.18
2023,00-0034367,Nyheim Hines,RB,3.79
2023,00-0034414,Boston Scott,RB,3.23
2023,00-0034440,Justin Jackson,RB,0.09
2023,00-0034681,Chase Edmonds,RB,4.02
2023,00-0034750,Rashaad Penny,RB,8.2
2023,00-0034791,Nick Chubb,RB,13.2
2023,00-0034816,Ronald Jones,RB,2.03
2023,00-0034838,Royce Freeman,RB,2.6
2023,00-0034844,Saquon Barkley,RB,13.81
2023,00-0034972,Alexander Mattison,RB,5.1
2023,00-0035243,Miles Sanders,RB,9.73
2023,00-0035250,Devin Singletary,RB,7.27
2023,00-0035261,Tony Pollard,RB,11.17
2023,00-0035537,Ty Johnson,RB,2.77
2023,00-0035567,Craig Reynolds,RB,0.93
2023,00-0035594,Travis Homer,RB,1.96
2023,00-0035657,Damien Harris,RB,6.4
2023,00-0035664,Darrell Henderson,RB,3.7
2023,00-0035685,David Montgomery,RB,6.74
2023,00-0035700,Josh Jacobs,RB,13.97
2023,00-0035806,JaMycal Hasty,RB,2.35
2023,00-0035831,James Robinson,RB,3.48
2023,00-0036158,J.K. Dobbins,RB,7.91
2023,00-0036223,Jonathan Taylor,RB,11.24
2023,00-0036251,Zack Moss,RB,4.14
2023,00-0036265,AJ Dillon,RB,7.34
2023,00-0036275,D'Andre Swift,RB,8.92
2023,00-0036328,Antonio Gibson,RB,8.06
2023,00-0036360,Clyde Edwards-Helaire,RB,8.73
2023,00-0036370,Joshua Kelley,RB,3.97
2023,00-0036383,Eno Benjamin,RB,3.49
2023,00-0036414,Cam Akers,RB,6.93
2023,00-0036493,Deon Jackson,RB,2.77
2023,00-0036555,Chuba Hubbard,RB,5.77
2023,00-0036567,Elijah Mitchell,RB,5.81
2023,00-0036875,Rhamondre Stevenson,RB,9.12
2023,00-0036893,Najee Harris,RB,11.4
2023,00-0036906,Khalil Herbert,RB,5.53
2023,00-0036919,Kenny Gainwell,RB,4.44
2023,00-0036924,Michael Carter,RB,4.6
2023,00-0036973,Travis Etienne,RB,9.7
2023,00-0036997,Javonte Williams,RB,7.13
2023,00-0037157,Bam Knight,RB,3.2
2023,00-0037197,Isiah Pacheco,RB,6.49
2023,00-0037228,Jaylen Warren,RB,4.42
2023,00-0037248,James Cook,RB,6.62
2023,00-0037256,Rachaad White,RB,6.4
2023,00-0037258,Dameon Pierce,RB,8.64
2023,00-0037263,Tyler Allgeier,RB,5.24
2023,00-0037429,Raheem Blackshear,RB,3.11
2023,00-0037525,Jordan Mason,RB,3.32
2023,00-0037563,Malik Davis,RB,3.71
2023,00-0037746,Brian Robinson,RB,7.44
2023,00-0038120,Breece Hall,RB,11.41
2023,00-0038134,Kenneth Walker III,RB,9.72
2023,00-0027944,Julio Jones,WR,1.79
2023,00-0028002,Randall Cobb,WR,2.54
2023,00-0029293,Marvin Jones,WR,1.77
2023,00-0030035,Adam Thielen,WR,4.07
2023,00-0030068,Marquise Goodwin,WR,1.15
