year,pid,name,pos,pred
2020,00-0034988,Kaden Smith,TE,3.92
2020,00-0035025,Hale Hentges,TE,2.02
2020,00-0035229,T.J. Hockenson,TE,4.37
2020,00-0035308,Tommy Sweeney,TE,2.06
2020,00-0035562,Jesper Horsted,TE,0.85
2020,00-0035624,N'Keal Harry,TE,3.37
2020,00-0035644,Noah Fant,TE,4.52
2020,00-0035689,Dawson Knox,TE,3.67
2021,00-0019596,Tom Brady,QB,15.72
2021,00-0020531,Drew Brees,QB,10.52
2021,00-0022924,Ben Roethlisberger,QB,14.16
2021,00-0023459,Aaron Rodgers,QB,17.43
2021,00-0023682,Ryan Fitzpatrick,QB,12.58
2021,00-0026143,Matt Ryan,QB,16.31
2021,00-0026158,Joe Flacco,QB,6.41
2021,00-0026498,Matthew Stafford,QB,14.89
2021,00-0026544,Chase Daniel,QB,3.74
2021,00-0027688,Colt McCoy,QB,3.81
2021,00-0027939,Cam Newton,QB,12.73
2021,00-0027948,Blaine Gabbert,QB,6.12
2021,00-0027973,Andy Dalton,QB,7.79
2021,00-0029263,Russell Wilson,QB,18.4
2021,00-0029567,Nick Foles,QB,8.51
2021,00-0029604,Kirk Cousins,QB,15.4
2021,00-0029701,Ryan Tannehill,QB,17.1
2021,00-0030520,Mike Glennon,QB,5.35
2021,00-0031237,Teddy Bridgewater,QB,12.57
2021,00-0031280,Derek Carr,QB,15.24
2021,00-0031345,Jimmy Garoppolo,QB,10.27
2021,00-0032434,Brandon Allen,QB,6.07
2021,00-0032950,Carson Wentz,QB,15.09
2021,00-0033077,Dak Prescott,QB,16.92
2021,00-0033106,Jared Goff,QB,13.87
2021,00-0033319,Nick Mullens,QB,4.3
2021,00-0033537,Deshaun Watson,QB,17.29
2021,00-0033869,Mitchell Trubisky,QB,10.24
2021,00-0033873,Patrick Mahomes,QB,19.06
2021,00-0033936,C.J. Beathard,QB,4.6
2021,00-0034577,Kyle Allen,QB,7.98
2021,00-0034771,Mason Rudolph,QB,6.07
2021,00-0034796,Lamar Jackson,QB,20.64
2021,00-0034855,Baker Mayfield,QB,14.13
2021,00-0034857,Josh Allen,QB,19.2
2021,00-0034869,Sam Darnold,QB,10.23
2021,00-0035228,Kyler Murray,QB,20.05
2021,00-0035232,Dwayne Haskins,QB,5.81
2021,00-0035289,Gardner Minshew,QB,10.62
2021,00-0035704,Drew Lock,QB,10.72
2021,00-0035710,Daniel Jones,QB,15.79
2021,00-0036212,Tua Tagovailoa,QB,12.86
2021,00-0036355,Justin Herbert,QB,16.96
2021,00-0036389,Jalen Hurts,QB,11.47
2021,00-0036442,Joe Burrow,QB,16.35
2021,00-0025394,Adrian Peterson,RB,2.54
2021,00-0027966,Mark Ingram,RB,2.42
2021,00-0030288,Rex Burkhead,RB,4.24
2021,00-0030404,Chris Thompson,RB,-0.35
2021,00-0030456,Giovani Bernard,RB,4.31
2021,00-0030496,Le'Veon Bell,RB,2.66
2021,00-0030513,Latavius Murray,RB,4.01
2021,00-0030578,Cordarrelle Patterson,RB,2.89
2021,00-0031045,Carlos Hyde,RB,3.03
2021,00-0031062,James White,RB,3.93
2021,00-0031285,Devonta Freeman,RB,3.07
2021,00-0031376,Jerick McKinnon,RB,3.54
2021,00-0031687,Raheem Mostert,RB,6.94
2021,00-0031806,Malcolm Brown,RB,3.51
2021,00-0032063,Mike Davis,RB,6.68
2021,00-0032144,Melvin Gordon,RB,9.01
2021,00-0032187,David Johnson,RB,8.82
2021,00-0032257,Duke Johnson,RB,2.62
2021,00-0032602,J.D. McKissic,RB,6.13
2021,00-0032741,Peyton Barber,RB,1.47
2021,00-0032764,Derrick Henry,RB,14.43
2021,00-0032780,Jordan Howard,RB,1.49
2021,00-0032972,Devontae Booker,RB,2.85
2021,00-0033045,Ezekiel Elliott,RB,11.63
2021,00-0033118,Kenyan Drake,RB,7.83
2021,00-0033164,Troymaine Pope,RB,0.34
2021,00-0033293,Aaron Jones,RB,12.05
2021,00-0033308,Matt Breida,RB,2.54
2021,00-0033526,Samaje Perine,RB,3.8
2021,00-0033553,James Conner,RB,7.59
2021,00-0033567,Brian Hill,RB,2.21
2021,00-0033594,Chris Carson,RB,9.31
2021,00-0033699,Austin Ekeler,RB,9.28
2021,00-0033856,Leonard Fournette,RB,8.92
2021,00-0033893,Dalvin Cook,RB,15.0
2021,00-0033897,Joe Mixon,RB,10.69
2021,00-0033906,Alvin Kamara,RB,13.76
2021,00-0033923,Kareem Hunt,RB,9.04
2021,00-0033925,D'Onta Foreman,RB,2.64
2021,00-0033948,Jamaal Williams,RB,5.05
2021,00-0033950,Wayne Gallman,RB,4.17
2021,00-0034109,Phillip Lindsay,RB,3.9
2021,00-0034115,Jeff Wilson,RB,7.51
2021,00-0034184,Gus Edwards,RB,6.29
2021,00-0034301,Darrel Williams,RB,3.93
2021,00-0034349,Kerryon Johnson,RB,2.43
2021,00-0034367,Nyheim Hines,RB,7.65
2021,00-0034378,Ito Smith,RB,1.7
2021,00-0034400,Jordan Wilkins,RB,1.92
2021,00-0034414,Boston Scott,RB,3.93
2021,00-0034440,Justin Jackson,RB,4.58
2021,00-0034457,Josh Adams,RB,1.29
2021,00-0034681,Chase Edmonds,RB,6.28
2021,00-0034791,Nick Chubb,RB,11.73
2021,00-0034799,Kalen Ballage,RB,2.75
2021,00-0034816,Ronald Jones,RB,10.24
2021,00-0034845,Sony Michel,RB,6.52
2021,00-0034972,Alexander Mattison,RB,5.3
2021,00-0035148,Darwin Thompson,RB,3.27
2021,00-0035217,Benny Snell,RB,3.32
2021,00-0035243,Miles Sanders,RB,10.28
2021,00-0035250,Devin Singletary,RB,7.61
2021,00-0035261,Tony Pollard,RB,5.44
2021,00-0035291,Trayveon Williams,RB,2.51
2021,00-0035311,Myles Gaskin,RB,8.33
2021,00-0035537,Ty Johnson,RB,3.24
2021,00-0035594,Travis Homer,RB,3.08
2021,00-0035657,Damien Harris,RB,6.81
2021,00-0035664,Darrell Henderson,RB,6.44
2021,00-0035685,David Montgomery,RB,10.66
2021,00-0035700,Josh Jacobs,RB,11.79
2021,00-0035806,JaMycal Hasty,RB,2.63
2021,00-0035831,James Robinson,RB,8.96
2021,00-0035957,Rodney Smith,RB,1.71
2021,00-0036020,Salvon Ahmed,RB,6.75
2021,00-0036158,J.K. Dobbins,RB,8.76
2021,00-0036223,Jonathan Taylor,RB,11.57
2021,00-0036251,Zack Moss,RB,6.71
2021,00-0036265,AJ Dillon,RB,5.27
2021,00-0036269,La'Mical Perine,RB,4.12
2021,00-0036275,D'Andre Swift,RB,9.55
2021,00-0036297,Darrynton Evans,RB,3.17
2021,00-0036328,Antonio Gibson,RB,9.52
2021,00-0036360,Clyde Edwards-Helaire,RB,10.62
2021,00-0036370,Joshua Kelley,RB,4.76
2021,00-0036414,Cam Akers,RB,8.12
2021,00-0036425,DeeJay Dallas,RB,4.14
2021,00-0036450,Ke'Shawn Vaughn,RB,4.37
2021,00-0026035,Danny Amendola,WR,1.75
2021,00-0026189,DeSean Jackson,WR,2.94
2021,00-0027685,Emmanuel Sanders,WR,4.77
2021,00-0027793,Antonio Brown,WR,4.56
2021,00-0027891,Golden Tate,WR,1.55
2021,00-0027942,A.J. Green,WR,3.42
2021,00-0027944,Julio Jones,WR,7.46
2021,00-0028002,Randall Cobb,WR,3.91
2021,00-0028237,Chris Hogan,WR,0.09
2021,00-0029000,Cole Beasley,WR,6.68
2021,00-0029293,Marvin Jones,WR,6.52
2021,00-0029608,T.Y. Hilton,WR,6.28
2021,00-0029632,Mohamed Sanu,WR,1.09
2021,00-0030035,Adam Thielen,WR,8.22
2021,00-0030085,Kenny Stills,WR,1.16
2021,00-0030279,Keenan Allen,WR,8.44
2021,00-0030431,Robert Woods,WR,7.27
2021,00-0030564,DeAndre Hopkins,WR,9.49
2021,00-0030663,Willie Snead,WR,1.9
2021,00-0031051,John Brown,WR,4.12
2021,00-0031235,Odell Beckham Jr.,WR,5.22
2021,00-0031236,Brandin Cooks,WR,8.16
2021,00-0031325,Sammy Watkins,WR,4.78
2021,00-0031381,Davante Adams,WR,12.92
2021,00-0031382,Jarvis Landry,WR,8.14
2021,00-0031408,Mike Evans,WR,9.51
2021,00-0031428,Allen Robinson,WR,9.91
2021,00-0031544,Amari Cooper,WR,9.16
2021,00-0031547,DeVante Parker,WR,6.98
2021,00-0031549,Nelson Agholor,WR,6.73
2021,00-0031588,Stefon Diggs,WR,10.6
2021,00-0031868,Damiere Byrd,WR,3.2
2021,00-0031941,Jamison Crowder,WR,6.53
2021,00-0032009,Adam Humphries,WR,2.78
2021,00-0032054,Breshad Perriman,WR,3.71
2021,00-0032128,Chris Conley,WR,3.21
2021,00-0032200,Ty Montgomery,WR,0.58
2021,00-0032211,Tyler Lockett,WR,8.81
2021,00-0032385,Sterling Shepard,WR,6.04
2021,00-0032688,Robbie Chosen,WR,7.52
2021,00-0032765,Michael Thomas,WR,8.84
2021,00-0032775,Demarcus Robinson,WR,3.83
2021,00-0032791,Jakeem Grant,WR,2.56
2021,00-0032951,Laquon Treadwell,WR,1.23
2021,00-0032977,Rashard Higgins,WR,4.41
2021,00-0032980,Marcus Johnson,WR,2.23
2021,00-0033009,Tyler Boyd,WR,6.77
2021,00-0033040,Tyreek Hill,WR,11.71
2021,00-0033094,Marvin Hall,WR,1.41
2021,00-0033127,Will Fuller,WR,7.56
2021,00-0033251,Zach Pascal,WR,5.87
2021,00-0033282,Curtis Samuel,WR,6.58
2021,00-0033307,Kendrick Bourne,WR,5.16
2021,00-0033375,Tim Patrick,WR,5.85
2021,00-0033466,Isaiah McKenzie,WR,2.93
2021,00-0033471,Isaiah Ford,WR,1.85
2021,00-0033536,Mike Williams,WR,7.35
2021,00-0033589,David Moore,WR,2.54
2021,00-0033681,Keelan Cole,WR,4.54
2021,00-0033733,Greg Ward,WR,2.79
2021,00-0033840,Chad Hansen,WR,2.78
2021,00-0033857,JuJu Smith-Schuster,WR,7.65
2021,00-0033871,Corey Davis,WR,7.14
2021,00-0033908,Cooper Kupp,WR,7.82
2021,00-0033921,Chris Godwin Jr.,WR,9.88
2021,00-0033932,Kenny Golladay,WR,6.94
2021,00-0033943,Josh Reynolds,WR,2.95
2021,00-0034104,Cam Sims,WR,3.82
2021,00-0034272,Marquez Valdes-Scantling,WR,5.48
2021,00-0034286,Richie James,WR,3.19
2021,00-0034297,Byron Pringle,WR,3.27
2021,00-0034309,Chad Beebe,WR,1.11
2021,00-0034353,Anthony Miller,WR,3.18
2021,00-0034366,Keke Coutee,WR,4.39
2021,00-0034370,DaeSean Hamilton,WR,2.42
2021,00-0034411,Russell Gage,WR,6.31
2021,00-0034418,Cedrick Wilson Jr.,WR,2.26
2021,00-0034419,Braxton Berrios,WR,2.4
2021,00-0034521,Allen Lazard,WR,4.98
2021,00-0034676,James Washington,WR,4.82
2021,00-0034764,Michael Gallup,WR,7.12
2021,00-0034765,Tre'Quan Smith,WR,4.83
2021,00-0034775,Christian Kirk,WR,6.3
2021,00-0034777,DJ Chark,WR,7.43
2021,00-0034827,DJ Moore,WR,9.06
2021,00-0034837,Calvin Ridley,WR,10.89
2021,00-0034854,KhaDarel Hodge,WR,1.59
2021,00-0034928,Steven Sims,WR,2.39
2021,00-0034960,Jakobi Meyers,WR,5.62
2021,00-0034983,Hunter Renfrow,WR,4.87
2021,00-0035006,Bisi Johnson,WR,2.56
2021,00-0035140,Mecole Hardman,WR,5.51
2021,00-0035208,Olamide Zaccheaus,WR,3.35
2021,00-0035215,Deonte Harty,WR,2.59
2021,00-0035216,Diontae Johnson,WR,7.77
2021,00-0035298,Scott Miller,WR,4.0
2021,00-0035350,Preston Williams,WR,4.02
2021,00-0035414,Jalen Guyton,WR,3.07
2021,00-0035457,Tyron Johnson,WR,2.88
2021,00-0035527,Andy Isabella,WR,2.73
2021,00-0035535,Darius Slayton,WR,5.56
2021,00-0035592,Travis Fulgham,WR,3.37
2021,00-0035640,DK Metcalf,WR,9.45
2021,00-0035659,Terry McLaurin,WR,7.98
2021,00-0035662,Marquise Brown,WR,7.51
2021,00-0035676,A.J. Brown,WR,9.47
2021,00-0035703,Miles Boykin,WR,3.12
2021,00-0035719,Deebo Samuel Sr.,WR,6.11
2021,00-0036196,Gabe Davis,WR,6.19
2021,00-0036219,Marquez Callaway,WR,3.41
2021,00-0036233,Donovan Peoples-Jones,WR,3.57
2021,00-0036252,Michael Pittman,WR,5.59
2021,00-0036254,Collin Johnson,WR,2.8
2021,00-0036255,Denzel Mims,WR,4.7
2021,00-0036261,Brandon Aiyuk,WR,8.67
2021,00-0036268,Laviska Shenault Jr.,WR,5.86
2021,00-0036271,Quez Watkins,WR,2.56
2021,00-0036277,Quintez Cephus,WR,3.54
2021,00-0036309,Darnell Mooney,WR,5.43
2021,00-0036322,Justin Jefferson,WR,10.08
2021,00-0036326,Chase Claypool,WR,8.11
2021,00-0036357,Henry Ruggs III,WR,4.07
2021,00-0036358,CeeDee Lamb,WR,7.84
2021,00-0036364,Lynn Bowden,WR,3.4
2021,00-0036365,Bryan Edwards,WR,3.69
2021,00-0036387,Jalen Reagor,WR,5.44
2021,00-0036407,Jerry Jeudy,WR,7.76
2021,00-0036410,Tee Higgins,WR,6.75
2021,00-0036412,KJ Hamler,WR,5.19
2021,00-0036427,Tyler Johnson,WR,3.37
2021,00-0024243,Marcedes Lewis,TE,0.8
2021,00-0027061,Jared Cook,TE,3.8
2021,00-0027656,Rob Gronkowski,TE,5.01
2021,00-0027696,Jimmy Graham,TE,3.95
2021,00-0027981,Kyle Rudolph,TE,2.38
2021,00-0028097,Lee Smith,TE,-1.08
2021,00-0029738,Darren Fells,TE,2.34
2021,00-0030061,Zach Ertz,TE,3.7
2021,00-0030181,Jack Doyle,TE,2.27
2021,00-0030506,Travis Kelce,TE,9.92
2021,00-0031260,Logan Thomas,TE,4.3
2021,00-0031273,Cameron Brate,TE,2.44
2021,00-0031384,Richard Rodgers,TE,2.91
2021,00-0031387,Eric Ebron,TE,4.51
2021,00-0031558,Maxx Williams,TE,1.62
2021,00-0031585,MyCole Pruitt,TE,1.1
2021,00-0031598,Nick Boyle,TE,1.94
2021,00-0031610,Darren Waller,TE,7.95
2021,00-0032214,Tyler Kroft,TE,1.4
2021,00-0032392,Austin Hooper,TE,5.32
2021,00-0033090,Hunter Henry,TE,5.16
2021,00-0033110,Tyler Higbee,TE,4.92
2021,00-0033217,Mo Alie-Cox,TE,2.45
2021,00-0033288,George Kittle,TE,7.32
2021,00-0033357,Taysom Hill,TE,7.43
2021,00-0033387,Jacob Hollister,TE,2.1
2021,00-0033439,Pharaoh Brown,TE,0.99
2021,00-0033455,Anthony Firkser,TE,3.37
2021,00-0033757,Robert Tonyan,TE,4.43
2021,00-0033858,Jonnu Smith,TE,4.68
2021,00-0033879,O.J. Howard,TE,3.59
2021,00-0033881,Evan Engram,TE,5.31
2021,00-0033885,David Njoku,TE,2.82
2021,00-0033895,Gerald Everett,TE,3.77
2021,00-0033896,Adam Shaheen,TE,1.73
2021,00-0034011,Dan Arnold,TE,2.13
2021,00-0034073,Ross Dwelley,TE,1.94
2021,00-0034270,Tyler Conklin,TE,1.5
2021,00-0034351,Dallas Goedert,TE,5.45
2021,00-0034364,Jordan Akins,TE,3.79
2021,00-0034383,Dalton Schultz,TE,3.61
2021,00-0034753,Mark Andrews,TE,7.33
2021,00-0034766,Chris Herndon,TE,1.64
2021,00-0034798,Durham Smythe,TE,1.74
2021,00-0034829,Mike Gesicki,TE,5.28
2021,00-0034830,Hayden Hurst,TE,3.13
2021,00-0034970,Irv Smith,TE,4.05
2021,00-0034981,Foster Moreau,TE,1.95
2021,00-0035229,T.J. Hockenson,TE,6.37
2021,00-0035329,Donald Parham,TE,2.03
2021,00-0035624,N'Keal Harry,TE,3.23
2021,00-0035631,Drew Sample,TE,2.64
2021,00-0035644,Noah Fant,TE,5.75
2021,00-0035689,Dawson Knox,TE,4.15
2021,00-0036194,Devin Asiasi,TE,1.37
2021,00-0036232,Harrison Bryant,TE,2.86
2021,00-0036423,Albert Okwuegbunam,TE,3.43
2022,00-0019596,Tom Brady,QB,16.61
2022,00-0023459,Aaron Rodgers,QB,17.68
2022,00-0026143,Matt Ryan,QB,13.6
2022,00-0026300,Josh Johnson,QB,6.6
2022,00-0026498,Matthew Stafford,QB,17.25
2022,00-0027688,Colt McCoy,QB,6.39
2022,00-0027973,Andy Dalton,QB,8.94
2022,00-0028118,Tyrod Taylor,QB,7.6
2022,00-0028986,Case Keenum,QB,4.25
2022,00-0029263,Russell Wilson,QB,15.57
2022,00-0029604,Kirk Cousins,QB,16.18
2022,00-0029701,Ryan Tannehill,QB,16.65
2022,00-0030520,Mike Glennon,QB,3.61
2022,00-0030565,Geno Smith,QB,11.09
2022,00-0031237,Teddy Bridgewater,QB,11.1
2022,00-0031280,Derek Carr,QB,15.78
2022,00-0031345,Jimmy Garoppolo,QB,13.12
2022,00-0031503,Jameis Winston,QB,12.37
2022,00-0031800,Taylor Heinicke,QB,7.88
2022,00-0032156,Trevor Siemian,QB,8.75
2022,00-0032434,Brandon Allen,QB,5.56
2022,00-0032950,Carson Wentz,QB,14.12
2022,00-0033077,Dak Prescott,QB,17.19
2022,00-0033106,Jared Goff,QB,15.28
2022,00-0033119,Jacoby Brissett,QB,5.6
2022,00-0033275,PJ Walker,QB,3.57
2022,00-0033662,Cooper Rush,QB,5.95
2022,00-0033873,Patrick Mahomes,QB,19.1
2022,00-0034177,Tim Boyle,QB,2.88
2022,00-0034401,Mike White,QB,7.53
2022,00-0034796,Lamar Jackson,QB,18.77
2022,00-0034855,Baker Mayfield,QB,8.82
2022,00-0034857,Josh Allen,QB,20.07
2022,00-0034869,Sam Darnold,QB,14.05
2022,00-0035228,Kyler Murray,QB,18.75
2022,00-0035704,Drew Lock,QB,6.04
2022,00-0035710,Daniel Jones,QB,13.97
2022,00-0035993,Tyler Huntley,QB,7.35
2022,00-0036212,Tua Tagovailoa,QB,12.89
2022,00-0036264,Jordan Love,QB,6.54
2022,00-0036355,Justin Herbert,QB,17.48
2022,00-0036389,Jalen Hurts,QB,13.43
2022,00-0036442,Joe Burrow,QB,17.85
2022,00-0036898,Davis Mills,QB,10.43
2022,00-0036945,Justin Fields,QB,13.01
2022,00-0036971,Trevor Lawrence,QB,14.11
2022,00-0036972,Mac Jones,QB,12.98
2022,00-0037012,Trey Lance,QB,11.09
2022,00-0037013,Zach Wilson,QB,10.98
2022,00-0027966,Mark Ingram,RB,5.37
2022,00-0029239,Brandon Bolden,RB,2.49
2022,00-0030288,Rex Burkhead,RB,4.14
2022,00-0030456,Giovani Bernard,RB,2.48
2022,00-0030513,Latavius Murray,RB,2.45
2022,00-0030578,Cordarrelle Patterson,RB,7.75
2022,00-0030874,Damien Williams,RB,0.26
2022,00-0031376,Jerick McKinnon,RB,2.35
2022,00-0031806,Malcolm Brown,RB,0.16
2022,00-0032058,Tevin Coleman,RB,1.48
2022,00-0032063,Mike Davis,RB,3.19
2022,00-0032104,Ameer Abdullah,RB,2.27
2022,00-0032144,Melvin Gordon,RB,6.84
2022,00-0032187,David Johnson,RB,2.29
2022,00-0032257,Duke Johnson,RB,4.4
2022,00-0032602,J.D. McKissic,RB,5.09
2022,00-0032764,Derrick Henry,RB,14.63
2022,00-0032780,Jordan Howard,RB,3.62
2022,00-0032975,Jonathan Williams,RB,1.32
2022,00-0033045,Ezekiel Elliott,RB,11.01
2022,00-0033118,Kenyan Drake,RB,3.86
2022,00-0033280,Christian McCaffrey,RB,9.25
2022,00-0033293,Aaron Jones,RB,10.42
2022,00-0033308,Matt Breida,RB,1.93
2022,00-0033526,Samaje Perine,RB,4.56
2022,00-0033553,James Conner,RB,10.26
2022,00-0033594,Chris Carson,RB,5.05
2022,00-0033699,Austin Ekeler,RB,11.45
2022,00-0033854,Dare Ogunbowale,RB,1.36
2022,00-0033856,Leonard Fournette,RB,10.93
2022,00-0033893,Dalvin Cook,RB,11.53
2022,00-0033897,Joe Mixon,RB,12.26
2022,00-0033906,Alvin Kamara,RB,12.53
2022,00-0033923,Kareem Hunt,RB,8.11
2022,00-0033925,D'Onta Foreman,RB,7.03
2022,00-0033948,Jamaal Williams,RB,6.95
2022,00-0033955,Jeremy McNichols,RB,2.05
2022,00-0034109,Phillip Lindsay,RB,1.25
2022,00-0034115,Jeff Wilson,RB,2.86
2022,00-0034253,Dontrell Hilliard,RB,4.76
2022,00-0034301,Darrel Williams,RB,4.68
2022,00-0034367,Nyheim Hines,RB,4.45
2022,00-0034414,Boston Scott,RB,5.75
2022,00-0034440,Justin Jackson,RB,2.88
2022,00-0034681,Chase Edmonds,RB,5.79
2022,00-0034750,Rashaad Penny,RB,8.79
2022,00-0034791,Nick Chubb,RB,11.18
2022,00-0034816,Ronald Jones,RB,5.2
2022,00-0034844,Saquon Barkley,RB,10.66
2022,00-0034845,Sony Michel,RB,4.87
2022,00-0034972,Alexander Mattison,RB,6.02
2022,00-0035187,Austin Walter,RB,1.07
2022,00-0035243,Miles Sanders,RB,8.65
2022,00-0035250,Devin Singletary,RB,8.1
2022,00-0035261,Tony Pollard,RB,7.21
2022,00-0035311,Myles Gaskin,RB,7.49
2022,00-0035537,Ty Johnson,RB,3.97
2022,00-0035567,Craig Reynolds,RB,4.11
2022,00-0035594,Travis Homer,RB,2.77
2022,00-0035628,D'Ernest Johnson,RB,4.93
2022,00-0035657,Damien Harris,RB,9.31
2022,00-0035664,Darrell Henderson,RB,6.06
2022,00-0035685,David Montgomery,RB,10.53
2022,00-0035700,Josh Jacobs,RB,10.47
2022,00-0035715,Derrick Gore,RB,2.28
2022,00-0035831,James Robinson,RB,5.66
2022,00-0035973,Patrick Taylor,RB,2.37
2022,00-0036096,J.J. Taylor,RB,1.22
2022,00-0036223,Jonathan Taylor,RB,15.48
2022,00-0036251,Zack Moss,RB,4.47
2022,00-0036265,AJ Dillon,RB,8.3
2022,00-0036275,D'Andre Swift,RB,10.52
2022,00-0036328,Antonio Gibson,RB,9.75
2022,00-0036360,Clyde Edwards-Helaire,RB,9.62
2022,00-0036383,Eno Benjamin,RB,2.07
2022,00-0036450,Ke'Shawn Vaughn,RB,4.66
2022,00-0036457,Ty'Son Williams,RB,2.22
2022,00-0036555,Chuba Hubbard,RB,7.32
2022,00-0036567,Elijah Mitchell,RB,9.39
2022,00-0036670,Jermar Jefferson,RB,3.82
2022,00-0036755,Jaret Patterson,RB,2.8
2022,00-0036857,Chris Evans,RB,3.52
2022,00-0036875,Rhamondre Stevenson,RB,7.23
2022,00-0036893,Najee Harris,RB,12.01
2022,00-0036906,Khalil Herbert,RB,4.41
2022,00-0036919,Kenny Gainwell,RB,6.11
2022,00-0036924,Michael Carter,RB,6.67
2022,00-0036984,Trey Sermon,RB,3.71
2022,00-0036997,Javonte Williams,RB,9.83
2022,00-0026189,DeSean Jackson,WR,0.46
2022,00-0027942,A.J. Green,WR,4.73
2022,00-0027944,Julio Jones,WR,3.87
2022,00-0028002,Randall Cobb,WR,3.83
2022,00-0029000,Cole Beasley,WR,3.81
2022,00-0029293,Marvin Jones,WR,6.38
2022,00-0029608,T.Y. Hilton,WR,1.95
2022,00-0030035,Adam Thielen,WR,7.79
2022,00-0030068,Marquise Goodwin,WR,1.65
2022,00-0030279,Keenan Allen,WR,9.01
2022,00-0030431,Robert Woods,WR,6.41
2022,00-0030525,Tavon Austin,WR,-0.02
2022,00-0030564,DeAndre Hopkins,WR,8.28
2022,00-0031236,Brandin Cooks,WR,7.95
2022,00-0031325,Sammy Watkins,WR,3.16
2022,00-0031381,Davante Adams,WR,11.45
2022,00-0031382,Jarvis Landry,WR,4.15
2022,00-0031408,Mike Evans,WR,9.36
2022,00-0031428,Allen Robinson,WR,4.69
2022,00-0031544,Amari Cooper,WR,6.86
2022,00-0031547,DeVante Parker,WR,5.65
2022,00-0031549,Nelson Agholor,WR,5.18
2022,00-0031588,Stefon Diggs,WR,10.2
2022,00-0031763,DeAndre Carter,WR,1.27
2022,00-0031868,Damiere Byrd,WR,0.99
2022,00-0031941,Jamison Crowder,WR,4.18
2022,00-0032054,Breshad Perriman,WR,3.12
2022,00-0032128,Chris Conley,WR,0.6
2022,00-0032211,Tyler Lockett,WR,8.53
2022,00-0032385,Sterling Shepard,WR,5.37
2022,00-0032398,Chris Moore,WR,1.09
2022,00-0032464,Kalif Raymond,WR,2.85
2022,00-0032688,Robbie Chosen,WR,3.73
2022,00-0032775,Demarcus Robinson,WR,1.85
2022,00-0032951,Laquon Treadwell,WR,2.8
2022,00-0032977,Rashard Higgins,WR,2.41
2022,00-0032980,Marcus Johnson,WR,0.49
2022,00-0033009,Tyler Boyd,WR,7.01
2022,00-0033040,Tyreek Hill,WR,9.24
2022,00-0033251,Zach Pascal,WR,3.27
2022,00-0033307,Kendrick Bourne,WR,5.4
2022,00-0033375,Tim Patrick,WR,5.76
2022,00-0033460,John Ross,WR,0.8
2022,00-0033536,Mike Williams,WR,9.17
2022,00-0033555,Mack Hollins,WR,1.86
2022,00-0033572,Jamal Agnew,WR,3.92
2022,00-0033681,Keelan Cole,WR,2.53
2022,00-0033733,Greg Ward,WR,1.96
2022,00-0033857,JuJu Smith-Schuster,WR,3.8
2022,00-0033871,Corey Davis,WR,6.17
2022,00-0033891,Zay Jones,WR,3.48
2022,00-0033908,Cooper Kupp,WR,12.88
2022,00-0033921,Chris Godwin Jr.,WR,9.16
2022,00-0033932,Kenny Golladay,WR,5.51
2022,00-0033943,Josh Reynolds,WR,3.21
2022,00-0034052,Brandon Zylstra,WR,-0.45
2022,00-0034104,Cam Sims,WR,2.09
2022,00-0034272,Marquez Valdes-Scantling,WR,4.71
2022,00-0034297,Byron Pringle,WR,3.61
2022,00-0034348,Courtland Sutton,WR,6.06
2022,00-0034411,Russell Gage,WR,6.67
2022,00-0034418,Cedrick Wilson Jr.,WR,4.71
2022,00-0034419,Braxton Berrios,WR,3.27
2022,00-0034521,Allen Lazard,WR,5.39
2022,00-0034652,Cameron Batson,WR,-0.98
2022,00-0034676,James Washington,WR,1.32
2022,00-0034686,Auden Tate,WR,0.21
2022,00-0034764,Michael Gallup,WR,6.45
2022,00-0034765,Tre'Quan Smith,WR,4.22
2022,00-0034775,Christian Kirk,WR,6.69
2022,00-0034827,DJ Moore,WR,9.11
2022,00-0034837,Calvin Ridley,WR,6.38
2022,00-0034867,Malik Turner,WR,0.58
2022,00-0034960,Jakobi Meyers,WR,6.68
2022,00-0034983,Hunter Renfrow,WR,7.45
2022,00-0035126,Antoine Wesley,WR,4.08
2022,00-0035140,Mecole Hardman,WR,5.58
2022,00-0035208,Olamide Zaccheaus,WR,3.23
2022,00-0035215,Deonte Harty,WR,4.09
2022,00-0035216,Diontae Johnson,WR,9.59
2022,00-0035298,Scott Miller,WR,2.32
2022,00-0035406,Lil'Jordan Humphrey,WR,1.79
2022,00-0035414,Jalen Guyton,WR,3.41
2022,00-0035535,Darius Slayton,WR,3.15
2022,00-0035639,Parris Campbell,WR,3.01
2022,00-0035640,DK Metcalf,WR,9.53
2022,00-0035659,Terry McLaurin,WR,7.51
2022,00-0035662,Marquise Brown,WR,7.45
2022,00-0035676,A.J. Brown,WR,8.72
2022,00-0035719,Deebo Samuel Sr.,WR,9.39
2022,00-0036133,James Proche,WR,2.52
2022,00-0036182,Nick Westbrook-Ikhine,WR,2.87
2022,00-0036196,Gabe Davis,WR,5.85
2022,00-0036219,Marquez Callaway,WR,4.18
2022,00-0036233,Donovan Peoples-Jones,WR,4.64
2022,00-0036247,Freddie Swain,WR,1.98
2022,00-0036252,Michael Pittman,WR,7.37
2022,00-0036259,Jauan Jennings,WR,3.56
2022,00-0036261,Brandon Aiyuk,WR,6.89
2022,00-0036268,Laviska Shenault Jr.,WR,4.72
2022,00-0036271,Quez Watkins,WR,4.46
