name,pos,pred_ppg,ppg,age,cap_pct,room_share,room_rank,room_ahead,room_ahead_gap,room_behind,room_behind_gap,rook_pick,rook_name
Tory Horton,WR,6.270113966674301,7.875,23.756331279945243,0.3,0.02595081191271659,4,Cooper Kupp,14,,,199,Emmanuel Henderson Jr.
Tyquan Thornton,WR,6.169691788917399,6.416666666666667,26.067077344284737,1.2,0.2576477015138128,3,Xavier Worthy,,,,176,Cyrus Allen
Andrei Iosivas,WR,6.11376286757876,5.6,26.88021902806297,1.2,0.05928930636399211,5,Charlie Jones,,,,140,Colbie Young
Dawson Knox,TE,6.104414132858065,6.0625,29.796030116358658,2.8,0.5348384823787559,2,Dalton Kincaid,,,,,
Kirk Cousins,QB,6.098486577526962,9.6,38.03422313483915,0.4,0.25483475436380015,4,Aidan O'Connell,,,,1,Fernando Mendoza
Trey Lance,QB,6.0661472874191995,2.5,26.313483915126625,0.8,0.05027078357573068,2,Justin Herbert,,,,,
Mike Gesicki,TE,6.056486947756825,5.333333333333333,30.913073237508556,2.4,0.5453362908553021,7,Josh Kattus,,,,221,Jack Endries
Tre Harris,WR,6.038581270570214,3.8125,24.50650239561944,0.6,0.12492686663659652,3,Quentin Johnston,96,,,105,Brenen Thompson
Devin Singletary,RB,6.038237729995664,5.705882352941177,28.993839835728952,0.9000000000000001,0.255513147053227,7,Damon Bankston,,,,,
Mitchell Trubisky,QB,5.998305639387672,7.0,32.03285420944559,1.2,0.21760219482277787,2,Cam Ward,,,,,
Jalen Nailor,WR,5.996257873401521,5.470588235294118,27.50171115674196,2.5,0.3907695071186642,2,Tre Tucker,24,Jack Bech,77,195,Malik Benson
