player_id,games,team,name,pos,last_week,ep_std,pts_std,ewma_ep_std,last_ep_std,last_pts_std,ep_half,pts_half,ewma_ep_half,last_ep_half,last_pts_half,ep_ppr,pts_ppr,ewma_ep_ppr,last_ep_ppr,last_pts_ppr,ep_std6,pts_std6,ewma_ep_std6,last_ep_std6,last_pts_std6,ep_half6,pts_half6,ewma_ep_half6,last_ep_half6,last_pts_half6,ep_ppr6,pts_ppr6,ewma_ep_ppr6,last_ep_ppr6,last_pts_ppr6,rush_att_pg,tgt_pg,rush_rz_pg,tgt_rz_pg,tgt_ez_pg,air_yds_pg,pass_att_pg,gap_std,gap_half,gap_ppr,gap_std6,gap_half6,gap_ppr6
00-0033293,1,MIN,Aaron Jones,RB,1,9.27047972,10.00000000,8.67397611,9.27047972,10.00000000,9.64269815,10.00000000,9.68119737,9.64269815,10.00000000,10.01491658,10.00000000,10.68841863,10.01491658,10.00000000,9.27451562,10.00000000,8.67706977,9.27451562,10.00000000,9.64673405,10.00000000,9.68429103,9.64673405,10.00000000,10.01895248,10.00000000,10.69151229,10.01895248,10.00000000,12.00000000,1.00000000,4.00000000,0.00000000,0.00000000,4.00000000,0.00000000,0.72952028,0.35730185,-0.01491658,0.72548438,0.35326595,-0.01895248
00-0040734,0,NE,TreVeyon Henderson,RB,,,,8.65666880,,,,,9.62365207,,,,,10.59063535,,,,,8.66159264,,,,,9.62857592,,,,,10.59555919,,,,,,,,,,,,,,,
00-0040667,1,GB,Matthew Golden,WR,1,14.73974026,9.50000000,7.70665099,14.73974026,9.50000000,18.38979138,12.50000000,9.60392753,18.38979138,12.50000000,22.03984250,15.50000000,11.50120408,22.03984250,15.50000000,14.74206145,9.50000000,7.71007391,14.74206145,9.50000000,18.39211257,12.50000000,9.60735046,18.39211257,12.50000000,22.04216369,15.50000000,11.50462700,22.04216369,15.50000000,0.00000000,12.00000000,0.00000000,3.00000000,2.00000000,137.00000000,0.00000000,-5.23974026,-5.88979138,-6.53984250,-5.24206145,-5.89211257,-6.54216369
00-0036410,1,CIN,Tee Higgins,WR,1,7.29233914,5.90000000,7.77171226,7.29233914,5.90000000,8.86689100,7.40000000,9.57839146,8.86689100,7.40000000,10.44144286,8.90000000,11.38507065,10.44144286,8.90000000,7.29193681,5.90000000,7.77251383,7.29193681,5.90000000,8.86648867,7.40000000,9.57919303,8.86648867,7.40000000,10.44104053,8.90000000,11.38587223,10.44104053,8.90000000,0.00000000,6.00000000,0.00000000,0.00000000,0.00000000,117.00000000,0.00000000,-1.39233914,-1.46689100,-1.54144286,-1.39193681,-1.46648867,-1.54104053
00-0034827,1,BUF,DJ Moore,WR,1,9.83438190,16.00000000,7.85817151,9.83438190,16.00000000,11.92479492,18.50000000,9.57130617,11.92479492,18.50000000,14.01520794,21.00000000,11.28444082,14.01520794,21.00000000,9.83394642,16.00000000,7.86093354,9.83394642,16.00000000,11.92435944,18.50000000,9.57406819,11.92435944,18.50000000,14.01477247,21.00000000,11.28720285,14.01477247,21.00000000,0.00000000,8.00000000,0.00000000,0.00000000,0.00000000,158.00000000,0.00000000,6.16561810,6.57520508,6.98479206,6.16605358,6.57564056,6.98522753
00-0038400,0,PHI,Tanner McKee,QB,,,,8.87233850,,,,,9.47474068,,,,,10.07714286,,,,,10.04775480,,,,,10.65015698,,,,,11.25255917,,,,,,,,,,,,,,,
00-0040234,0,MIA,Quinn Ewers,QB,,,,9.39816653,,,,,9.40264217,,,,,9.40711780,,,,,11.28414000,,,,,11.28861563,,,,,11.29309126,,,,,,,,,,,,,,,
00-0026300,0,WAS,Josh Johnson,QB,,,,9.09838445,,,,,9.40170016,,,,,9.70501588,,,,,10.17895661,,,,,10.48227232,,,,,10.78558804,,,,,,,,,,,,,,,
00-0038606,1,JAX,Parker Washington,WR,1,6.80493495,14.30000000,7.52471013,6.80493495,14.30000000,8.47658056,16.80000000,9.38523004,8.47658056,16.80000000,10.14822617,19.30000000,11.24574996,10.14822617,19.30000000,6.80564075,14.30000000,7.52714427,6.80564075,14.30000000,8.47728636,16.80000000,9.38766419,8.47728636,16.80000000,10.14893197,19.30000000,11.24818410,10.14893197,19.30000000,0.00000000,6.00000000,0.00000000,0.00000000,0.00000000,102.00000000,0.00000000,7.49506505,8.32341944,9.15177383,7.49435925,8.32271364,9.15106803
00-0033553,0,ARI,James Conner,RB,,,,8.28166866,,,,,9.29932689,,,,,10.31698512,,,,,8.28828855,,,,,9.30594677,,,,,10.32360500,,,,,,,,,,,,,,,
00-0039919,1,CHI,Rome Odunze,WR,1,4.68192999,5.20000000,7.67142092,4.68192999,5.20000000,5.22869534,6.20000000,9.29356679,5.22869534,6.20000000,5.77546070,7.20000000,10.91571266,5.77546070,7.20000000,4.68167017,5.20000000,7.67218776,4.68167017,5.20000000,5.22843553,6.20000000,9.29433363,5.22843553,6.20000000,5.77520088,7.20000000,10.91647950,5.77520088,7.20000000,0.00000000,3.00000000,0.00000000,0.00000000,0.00000000,90.00000000,0.00000000,0.51807001,0.97130466,1.42453930,0.51832983,0.97156447,1.42479912
00-0039064,1,BAL,Zay Flowers,WR,1,6.44750521,21.00000000,7.21015426,6.44750521,21.00000000,8.19035291,23.50000000,9.28810703,8.19035291,23.50000000,9.93320060,26.00000000,11.36605980,9.93320060,26.00000000,6.44902364,21.00000000,7.21309909,6.44902364,21.00000000,8.19187134,23.50000000,9.29105186,8.19187134,23.50000000,9.93471904,26.00000000,11.36900462,9.93471904,26.00000000,0.00000000,6.00000000,0.00000000,0.00000000,0.00000000,91.00000000,0.00000000,14.55249479,15.30964709,16.06679940,14.55097636,15.30812866,16.06528096
00-0031588,1,WAS,Stefon Diggs,WR,1,9.02957904,11.50000000,6.92290776,9.02957904,11.50000000,11.99690898,13.50000000,9.25551130,11.99690898,13.50000000,14.96423893,15.50000000,11.58811485,14.96423893,15.50000000,9.03091829,11.50000000,6.92476053,9.03091829,11.50000000,11.99824823,13.50000000,9.25736408,11.99824823,13.50000000,14.96557817,15.50000000,11.58996763,14.96557817,15.50000000,0.00000000,9.00000000,0.00000000,1.00000000,0.00000000,83.00000000,0.00000000,2.47042096,1.50309102,0.53576107,2.46908171,1.50175177,0.53442183
00-0040704,0,CLE,Dillon Gabriel,QB,,,,9.23807403,,,,,9.24272592,,,,,9.24737782,,,,,11.12534898,,,,,11.13000087,,,,,11.13465277,,,,,,,,,,,,,,,
00-0035261,1,TEN,Tony Pollard,RB,1,6.22877912,3.40000000,8.39752763,6.22877912,3.40000000,6.80205411,3.90000000,9.20534905,6.80205411,3.90000000,7.37532910,4.40000000,10.01317047,7.37532910,4.40000000,6.22522832,3.40000000,8.39971042,6.22522832,3.40000000,6.79850330,3.90000000,9.20753184,6.79850330,3.90000000,7.37177829,4.40000000,10.01535326,7.37177829,4.40000000,7.00000000,2.00000000,0.00000000,0.00000000,0.00000000,24.00000000,0.00000000,-2.82877912,-2.90205411,-2.97532910,-2.82522832,-2.89850330,-2.97177829
00-0037157,0,ARI,Bam Knight,RB,,,,7.98385856,,,,,9.15978406,,,,,10.33570956,,,,,7.98761995,,,,,9.16354545,,,,,10.33947095,,,,,,,,,,,,,,,
00-0034348,1,DEN,Courtland Sutton,WR,1,4.35911221,1.10000000,7.11000661,4.35911221,1.10000000,6.06582820,2.10000000,9.14833179,6.06582820,2.10000000,7.77254418,3.10000000,11.18665698,7.77254418,3.10000000,4.36096789,1.10000000,7.11143795,4.36096789,1.10000000,6.06768388,2.10000000,9.14976314,6.06768388,2.10000000,7.77439987,3.10000000,11.18808832,7.77439987,3.10000000,0.00000000,5.00000000,0.00000000,1.00000000,0.00000000,40.00000000,0.00000000,-3.25911221,-3.96582820,-4.67254418,-3.26096789,-3.96768388,-4.67439987
00-0037664,1,IND,Alec Pierce,WR,1,7.03832057,6.10000000,7.42940353,7.03832057,6.10000000,8.71764180,8.10000000,8.94645403,8.71764180,8.10000000,10.39696303,10.10000000,10.46350453,10.39696303,10.10000000,7.03790048,6.10000000,7.42896286,7.03790048,6.10000000,8.71722171,8.10000000,8.94601336,8.71722171,8.10000000,10.39654294,10.10000000,10.46306386,10.39654294,10.10000000,0.00000000,6.00000000,0.00000000,1.00000000,0.00000000,103.00000000,0.00000000,-0.93832057,-0.61764180,-0.29696303,-0.93790048,-0.61722171,-0.29654294
00-0037263,1,ARI,Tyler Allgeier,RB,1,12.27664512,7.00000000,8.33266552,12.27664512,7.00000000,13.09123077,8.00000000,8.86647901,13.09123077,8.00000000,13.90581643,9.00000000,9.40029250,13.90581643,9.00000000,12.28329712,7.00000000,8.33766640,12.28329712,7.00000000,13.09788277,8.00000000,8.87147990,13.09788277,8.00000000,13.91246842,9.00000000,9.40529339,13.91246842,9.00000000,17.00000000,2.00000000,3.00000000,1.00000000,0.00000000,-5.00000000,0.00000000,-5.27664512,-5.09123077,-4.90581643,-5.28329712,-5.09788277,-4.91246842
00-0030279,1,IND,Keenan Allen,WR,1,5.25997017,3.20000000,6.53373643,5.25997017,3.20000000,7.44004553,6.20000000,8.83599039,7.44004553,6.20000000,9.62012088,9.20000000,11.13824435,9.62012088,9.20000000,5.26220269,3.20000000,6.53609993,5.26220269,3.20000000,7.44227805,6.20000000,8.83835389,7.44227805,6.20000000,9.62235341,9.20000000,11.14060784,9.62235341,9.20000000,0.00000000,6.00000000,0.00000000,1.00000000,0.00000000,22.00000000,0.00000000,-2.05997017,-1.24004553,-0.42012088,-2.06220269,-1.24227805,-0.42235341
00-0040206,0,IND,Riley Leonard,QB,,,,8.80984756,,,,,8.81484235,,,,,8.81983714,,,,,10.70950700,,,,,10.71450179,,,,,10.71949658,,,,,,,,,,,,,,,
00-0036912,1,PHI,DeVonta Smith,WR,1,6.05758185,5.30000000,6.82000482,6.05758185,5.30000000,7.87810455,6.80000000,8.80103240,7.87810455,6.80000000,9.69862725,8.30000000,10.78205999,9.69862725,8.30000000,6.05998679,5.30000000,6.82185978,6.05998679,5.30000000,7.88050949,6.80000000,8.80288736,7.88050949,6.80000000,9.70103219,8.30000000,10.78391495,9.70103219,8.30000000,0.00000000,6.00000000,0.00000000,0.00000000,0.00000000,79.00000000,0.00000000,-0.75758185,-1.07810455,-1.39862725,-0.75998679,-1.08050949,-1.40103219
00-0040242,1,WAS,Jacory Croskey-Merritt,RB,1,10.32486636,11.60000000,8.41972150,10.32486636,11.60000000,10.75596831,12.10000000,8.77042641,10.75596831,12.10000000,11.18707025,12.60000000,9.12113132,11.18707025,12.60000000,10.33342746,11.60000000,8.42614427,10.33342746,11.60000000,10.76452941,12.10000000,8.77684919,10.76452941,12.10000000,11.19563136,12.60000000,9.12755410,11.19563136,12.60000000,16.00000000,1.00000000,1.00000000,0.00000000,0.00000000,-7.00000000,0.00000000,1.27513364,1.34403169,1.41292975,1.26657254,1.33547059,1.40436864
00-0040583,1,HOU,Woody Marks,RB,1,5.08309175,4.00000000,8.07353533,5.08309175,4.00000000,5.47479713,4.50000000,8.74861621,5.47479713,4.50000000,5.86650251,5.00000000,9.42369709,5.86650251,5.00000000,5.08691688,4.00000000,8.07871866,5.08691688,4.00000000,5.47862226,4.50000000,8.75379954,5.47862226,4.50000000,5.87032764,5.00000000,9.42888042,5.87032764,5.00000000,9.00000000,1.00000000,0.00000000,0.00000000,0.00000000,-2.00000000,0.00000000,-1.08309175,-0.97479713,-0.86650251,-1.08691688,-0.97862226,-0.87032764
00-0039916,0,SF,Ricky Pearsall,WR,,,,6.99928151,,,,,8.71142602,,,,,10.42357054,,,,,7.00146492,,,,,8.71360943,,,,,10.42575395,,,,,,,,,,,,,,,
00-0035676,1,NE,A.J. Brown,WR,1,2.84374357,2.60000000,6.54796149,2.84374357,2.60000000,4.29184327,4.10000000,8.68843268,4.29184327,4.10000000,5.73994298,5.60000000,10.82890387,5.73994298,5.60000000,2.84582428,2.60000000,6.54975618,2.84582428,2.60000000,4.29392398,4.10000000,8.69022737,4.29392398,4.10000000,5.74202369,5.60000000,10.83069856,5.74202369,5.60000000,0.00000000,4.00000000,0.00000000,0.00000000,0.00000000,19.00000000,0.00000000,-0.24374357,-0.19184327,-0.13994298,-0.24582428,-0.19392398,-0.14202369
00-0040128,1,IND,Tyler Warren,TE,1,5.10493558,7.30000000,6.44503512,5.10493558,7.30000000,6.94729375,8.80000000,8.67447879,6.94729375,8.80000000,8.78965192,10.30000000,10.90392246,8.78965192,10.30000000,5.10325232,7.30000000,6.45550338,5.10325232,7.30000000,6.94561049,8.80000000,8.68494705,6.94561049,8.80000000,8.78796866,10.30000000,10.91439072,8.78796866,10.30000000,0.00000000,5.00000000,0.00000000,1.00000000,0.00000000,23.00000000,0.00000000,2.19506442,1.85270625,1.51034808,2.19674768,1.85438951,1.51203134
00-0038544,1,LAC,Quentin Johnston,WR,1,4.64900356,1.70000000,6.58553219,4.64900356,1.70000000,6.76934844,2.70000000,8.60473777,6.76934844,2.70000000,8.88969331,3.70000000,10.62394335,8.88969331,3.70000000,4.65084151,1.70000000,6.58759519,4.65084151,1.70000000,6.77118638,2.70000000,8.60680077,6.77118638,2.70000000,8.89153126,3.70000000,10.62600634,8.89153126,3.70000000,0.00000000,6.00000000,0.00000000,0.00000000,0.00000000,39.00000000,0.00000000,-2.94900356,-4.06934844,-5.18969331,-2.95084151,-4.07118638,-5.19153126
00-0039065,1,DET,Sam LaPorta,TE,1,8.69591553,4.80000000,6.22870868,8.69591553,4.80000000,11.74156942,7.30000000,8.58167656,11.74156942,7.30000000,14.78722331,9.80000000,10.93464443,14.78722331,9.80000000,8.69351234,4.80000000,6.22600140,8.69351234,4.80000000,11.73916623,7.30000000,8.57896928,11.73916623,7.30000000,14.78482012,9.80000000,10.93193716,14.78482012,9.80000000,0.00000000,8.00000000,0.00000000,2.00000000,1.00000000,7.00000000,0.00000000,-3.89591553,-4.44156942,-4.98722331,-3.89351234,-4.43916623,-4.98482012
00-0036158,1,DEN,J.K. Dobbins,RB,1,4.06955117,3.60000000,8.13195977,4.06955117,3.60000000,4.05212540,3.60000000,8.49606799,4.05212540,3.60000000,4.03469962,3.60000000,8.86017620,4.03469962,3.60000000,4.07345763,3.60000000,8.13797217,4.07345763,3.60000000,4.05603185,3.60000000,8.50208038,4.05603185,3.60000000,4.03860608,3.60000000,8.86618860,4.03860608,3.60000000,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.46955117,-0.45212540,-0.43469962,-0.47345763,-0.45603185,-0.43860608
00-0034869,1,SEA,Sam Darnold,QB,1,1.47008286,0.52000000,8.46679556,1.47008286,0.52000000,1.47295307,0.52000000,8.47104209,1.47295307,0.52000000,1.47582329,0.52000000,8.47528861,1.47582329,0.52000000,1.94773139,0.52000000,10.26998863,1.94773139,0.52000000,1.95060160,0.52000000,10.27423516,1.95060160,0.52000000,1.95347182,0.52000000,10.27848168,1.95347182,0.52000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.00000000,-0.95008286,-0.95295307,-0.95582329,-1.42773139,-1.43060160,-1.43347182
00-0039424,1,NO,Devaughn Vele,WR,1,9.20840170,12.90000000,6.46040923,9.20840170,12.90000000,12.23657229,16.40000000,8.41460037,12.23657229,16.40000000,15.26474287,19.90000000,10.36879151,15.26474287,19.90000000,9.21118851,12.90000000,6.46182534,9.21118851,12.90000000,12.23935910,16.40000000,8.41601648,12.23935910,16.40000000,15.26752968,19.90000000,10.37020762,15.26752968,19.90000000,0.00000000,9.00000000,0.00000000,1.00000000,1.00000000,63.00000000,0.00000000,3.69159830,4.16342771,4.63525713,3.68881149,4.16064090,4.63247032
00-0037525,1,MIN,Jordan Mason,RB,1,10.67820255,11.90000000,8.08473867,10.67820255,11.90000000,10.69231463,11.90000000,8.35919228,10.69231463,11.90000000,10.70642671,11.90000000,8.63364589,10.70642671,11.90000000,10.68624537,11.90000000,8.09035081,10.68624537,11.90000000,10.70035745,11.90000000,8.36480442,10.70035745,11.90000000,10.71446953,11.90000000,8.63925803,10.71446953,11.90000000,15.00000000,0.00000000,4.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.22179745,1.20768537,1.19357329,1.21375463,1.19964255,1.18553047
00-0040236,1,CHI,Kyle Monangai,RB,1,7.08617188,18.40000000,7.64285632,7.08617188,18.40000000,7.80061377,19.40000000,8.34409299,7.80061377,19.40000000,8.51505566,20.40000000,9.04532965,8.51505566,20.40000000,7.08925340,18.40000000,7.64660621,7.08925340,18.40000000,7.80369529,19.40000000,8.34784288,7.80369529,19.40000000,8.51813718,20.40000000,9.04907955,8.51813718,20.40000000,10.00000000,2.00000000,1.00000000,0.00000000,0.00000000,9.00000000,0.00000000,11.31382812,11.59938623,11.88494434,11.31074660,11.59630471,11.88186282
00-0033923,0,KC,Kareem Hunt,RB,,,,7.75906775,,,,,8.32998519,,,,,8.90090263,,,,,7.76409772,,,,,8.33501515,,,,,8.90593259,,,,,,,,,,,,,,,
00-0039373,0,NO,Audric Estimé,RB,,,,7.27667303,,,,,8.29809257,,,,,9.31951211,,,,,7.27988408,,,,,8.30130362,,,,,9.32272316,,,,,,,,,,,,,,,
00-0033288,1,SF,George Kittle,TE,1,5.58642104,1.20000000,6.26634891,5.58642104,1.20000000,7.27900237,2.20000000,8.29621354,7.27900237,2.20000000,8.97158370,3.20000000,10.32607818,8.97158370,3.20000000,5.58509468,1.20000000,6.26730453,5.58509468,1.20000000,7.27767601,2.20000000,8.29716917,7.27767601,2.20000000,8.97025734,3.20000000,10.32703380,8.97025734,3.20000000,0.00000000,5.00000000,0.00000000,1.00000000,0.00000000,38.00000000,0.00000000,-4.38642104,-5.07900237,-5.77158370,-4.38509468,-5.07767601,-5.77025734
00-0034383,1,HOU,Dalton Schultz,TE,1,5.23384869,3.50000000,5.67710199,5.23384869,3.50000000,8.31300504,5.50000000,8.21833319,8.31300504,5.50000000,11.39216138,7.50000000,10.75956439,11.39216138,7.50000000,5.22901779,3.50000000,5.67345094,5.22901779,3.50000000,8.30817414,5.50000000,8.21468214,8.30817414,5.50000000,11.38733048,7.50000000,10.75591334,11.38733048,7.50000000,0.00000000,8.00000000,0.00000000,0.00000000,0.00000000,26.00000000,0.00000000,-1.73384869,-2.81300504,-3.89216138,-1.72901779,-2.80817414,-3.88733048
00-0039491,1,CAR,Jalen Coker,WR,1,10.47065095,25.80000000,6.43427973,10.47065095,25.80000000,13.13168580,29.80000000,8.21367990,13.13168580,29.80000000,15.79272064,33.80000000,9.99308007,15.79272064,33.80000000,10.47248331,25.80000000,6.43567672,10.47248331,25.80000000,13.13351816,29.80000000,8.21507689,13.13351816,29.80000000,15.79455301,33.80000000,9.99447706,15.79455301,33.80000000,0.00000000,9.00000000,0.00000000,1.00000000,0.00000000,124.00000000,0.00000000,15.32934905,16.66831420,18.00727936,15.32751669,16.66648184,18.00544699
00-0038579,0,LV,Aidan O'Connell,QB,,,,7.20655393,,,,,8.10739346,,,,,9.00823299,,,,,7.59920711,,,,,8.50004664,,,,,9.40088618,,,,,,,,,,,,,,,
00-0034351,1,PHI,Dallas Goedert,TE,1,6.93399028,19.70000000,6.25138645,6.93399028,19.70000000,8.56750544,21.70000000,8.05987923,8.56750544,21.70000000,10.20102059,23.70000000,9.86837202,10.20102059,23.70000000,6.93113169,19.70000000,6.24889958,6.93113169,19.70000000,8.56464685,21.70000000,8.05739236,8.56464685,21.70000000,10.19816201,23.70000000,9.86588514,10.19816201,23.70000000,0.00000000,5.00000000,0.00000000,2.00000000,1.00000000,52.00000000,0.00000000,12.76600972,13.13249456,13.49897941,12.76886831,13.13535315,13.50183799
00-0034829,1,CIN,Mike Gesicki,TE,1,10.14267881,13.80000000,6.44674065,10.14267881,13.80000000,12.38143624,16.30000000,7.98893236,12.38143624,16.30000000,14.62019367,18.80000000,9.53112406,14.62019367,18.80000000,10.14239507,13.80000000,6.44547246,10.14239507,13.80000000,12.38115250,16.30000000,7.98766417,12.38115250,16.30000000,14.61990993,18.80000000,9.52985588,14.61990993,18.80000000,0.00000000,7.00000000,0.00000000,2.00000000,1.00000000,63.00000000,0.00000000,3.65732119,3.91856376,4.17980633,3.65760493,3.91884750,4.18009007
00-0030061,0,WAS,Zach Ertz,TE,,,,6.10334549,,,,,7.98821048,,,,,9.87307546,,,,,6.10105943,,,,,7.98592441,,,,,9.87078940,,,,,,,,,,,,,,,
00-0039921,0,ARI,Trey Benson,RB,,,,6.30275911,,,,,7.90864013,,,,,9.51452115,,,,,6.30385865,,,,,7.90973967,,,,,9.51562069,,,,,,,,,,,,,,,
00-0039405,0,HOU,Jawhar Jordan,RB,,,,7.20511401,,,,,7.89851852,,,,,8.59192302,,,,,7.20920892,,,,,7.90261343,,,,,8.59601793,,,,,,,,,,,,,,,
00-0037838,1,NYG,Isaiah Likely,TE,1,11.14786232,19.80000000,6.20116517,11.14786232,19.80000000,13.89085862,23.80000000,7.88795759,13.89085862,23.80000000,16.63385492,27.80000000,9.57475002,16.63385492,27.80000000,11.14558934,19.80000000,6.19891377,11.14558934,19.80000000,13.88858564,23.80000000,7.88570619,13.88858564,23.80000000,16.63158194,27.80000000,9.57249862,16.63158194,27.80000000,0.00000000,8.00000000,0.00000000,4.00000000,1.00000000,64.00000000,0.00000000,8.65213768,9.90914138,11.16614508,8.65441066,9.91141436,11.16841806
00-0031237,0,TB,Teddy Bridgewater,QB,,,,6.97330474,,,,,7.87437749,,,,,8.77545023,,,,,7.37697287,,,,,8.27804561,,,,,9.17911836,,,,,,,,,,,,,,,
00-0034960,1,JAX,Jakobi Meyers,WR,1,3.77291899,10.20000000,6.21634100,3.77291899,10.20000000,4.28161091,11.20000000,7.85002982,4.28161091,11.20000000,4.79030284,12.20000000,9.48371864,4.79030284,12.20000000,3.77652848,10.20000000,6.21962320,3.77652848,10.20000000,4.28522041,11.20000000,7.85331202,4.28522041,11.20000000,4.79391234,12.20000000,9.48700084,4.79391234,12.20000000,1.00000000,2.00000000,0.00000000,0.00000000,1.00000000,29.00000000,0.00000000,6.42708101,6.91838909,7.40969716,6.42347152,6.91477959,7.40608766
00-0040730,1,DEN,RJ Harvey,RB,1,2.79264767,4.10000000,6.38448875,2.79264767,4.10000000,4.52908857,6.10000000,7.84649007,4.52908857,6.10000000,6.26552947,8.10000000,9.30849138,6.26552947,8.10000000,2.79359776,4.10000000,6.38673519,2.79359776,4.10000000,4.53003866,6.10000000,7.84873650,4.53003866,6.10000000,6.26647956,8.10000000,9.31073782,6.26647956,8.10000000,3.00000000,4.00000000,0.00000000,0.00000000,0.00000000,-22.00000000,0.00000000,1.30735233,1.57091143,1.83447053,1.30640224,1.56996134,1.83352044
00-0039849,1,ARI,Marvin Harrison Jr.,WR,1,4.06455135,3.30000000,6.42628074,4.06455135,3.30000000,4.73430212,3.80000000,7.83064682,4.73430212,3.80000000,5.40405289,4.30000000,9.23501290,5.40405289,4.30000000,4.06569516,3.30000000,6.42744707,4.06569516,3.30000000,4.73544594,3.80000000,7.83181315,4.73544594,3.80000000,5.40519671,4.30000000,9.23617923,5.40519671,4.30000000,0.00000000,3.00000000,0.00000000,0.00000000,0.00000000,71.00000000,0.00000000,-0.76455135,-0.93430212,-1.10405289,-0.76569516,-0.93544594,-1.10519671
00-0036924,0,ARI,Michael Carter,RB,,,,6.51787090,,,,,7.81845503,,,,,9.11903917,,,,,6.51807019,,,,,7.81865432,,,,,9.11923845,,,,,,,,,,,,,,,
00-0039893,1,JAX,Brian Thomas Jr.,WR,1,3.07839002,4.00000000,6.27377169,3.07839002,4.00000000,3.96381505,5.50000000,7.80645876,3.96381505,5.50000000,4.84924008,7.00000000,9.33914584,4.84924008,7.00000000,3.07800646,4.00000000,6.27477174,3.07800646,4.00000000,3.96343149,5.50000000,7.80745882,3.96343149,5.50000000,4.84885652,7.00000000,9.34014590,4.84885652,7.00000000,0.00000000,3.00000000,0.00000000,0.00000000,0.00000000,44.00000000,0.00000000,0.92160998,1.53618495,2.15075992,0.92199354,1.53656851,2.15114348
00-0037261,1,BUF,Khalil Shakir,WR,1,7.15167430,5.00000000,5.64263598,7.15167430,5.00000000,9.14048395,7.00000000,7.78468674,9.14048395,7.00000000,11.12929359,9.00000000,9.92673749,11.12929359,9.00000000,7.15403897,5.00000000,5.64598642,7.15403897,5.00000000,9.14284862,7.00000000,7.78803717,9.14284862,7.00000000,11.13165827,9.00000000,9.93008793,11.13165827,9.00000000,0.00000000,6.00000000,0.00000000,3.00000000,1.00000000,39.00000000,0.00000000,-2.15167430,-2.14048395,-2.12929359,-2.15403897,-2.14284862,-2.13165827
00-0039880,1,MIA,Malik Washington,WR,1,9.19586257,3.30000000,6.12327304,9.19586257,3.30000000,11.39424718,4.80000000,7.76993149,11.39424718,4.80000000,13.59263179,6.30000000,9.41658994,13.59263179,6.30000000,9.20064826,3.30000000,6.12846756,9.20064826,3.30000000,11.39903287,4.80000000,7.77512601,11.39903287,4.80000000,13.59741748,6.30000000,9.42178446,13.59741748,6.30000000,0.00000000,8.00000000,0.00000000,0.00000000,0.00000000,135.00000000,0.00000000,-5.89586257,-6.59424718,-7.29263179,-5.90064826,-6.59903287,-7.29741748
00-0035659,1,WAS,Terry McLaurin,WR,1,4.15899932,1.40000000,6.10836876,4.15899932,1.40000000,5.51691842,2.40000000,7.71572049,5.51691842,2.40000000,6.87483752,3.40000000,9.32307221,6.87483752,3.40000000,4.16175810,1.40000000,6.11002624,4.16175810,1.40000000,5.51967720,2.40000000,7.71737797,5.51967720,2.40000000,6.87759630,3.40000000,9.32472970,6.87759630,3.40000000,0.00000000,4.00000000,0.00000000,1.00000000,0.00000000,22.00000000,0.00000000,-2.75899932,-3.11691842,-3.47483752,-2.76175810,-3.11967720,-3.47759630
00-0038996,1,GB,Tucker Kraft,TE,1,6.09138377,6.50000000,5.76296453,6.09138377,6.50000000,7.89992587,8.00000000,7.71304210,7.89992587,8.00000000,9.70846797,9.50000000,9.66311967,9.70846797,9.50000000,6.08907959,6.50000000,5.76472202,6.08907959,6.50000000,7.89762169,8.00000000,7.71479959,7.89762169,8.00000000,9.70616378,9.50000000,9.66487716,9.70616378,9.50000000,0.00000000,6.00000000,0.00000000,0.00000000,0.00000000,82.00000000,0.00000000,0.40861623,0.10007413,-0.20846797,0.41092041,0.10237831,-0.20616378
00-0039894,1,KC,Xavier Worthy,WR,1,5.05621019,1.80000000,5.93534045,5.05621019,1.80000000,7.13037935,3.30000000,7.68549846,7.13037935,3.30000000,9.20454850,4.80000000,9.43565647,9.20454850,4.80000000,5.06029651,1.80000000,5.93862418,5.06029651,1.80000000,7.13446567,3.30000000,7.68878219,7.13446567,3.30000000,9.20863483,4.80000000,9.43894020,9.20863483,4.80000000,0.00000000,6.00000000,0.00000000,1.00000000,0.00000000,42.00000000,0.00000000,-3.25621019,-3.83037935,-4.40454850,-3.26029651,-3.83446567,-4.40863483
00-0032434,0,TEN,Brandon Allen,QB,,,,6.77556366,,,,,7.67646213,,,,,8.57736060,,,,,7.01767097,,,,,7.91856943,,,,,8.81946790,,,,,,,,,,,,,,,
00-0036919,1,TB,Kenny Gainwell,RB,1,2.79631522,1.80000000,6.17955861,2.79631522,1.80000000,3.21493938,2.30000000,7.59470509,3.21493938,2.30000000,3.63356354,2.80000000,9.00985157,3.63356354,2.80000000,2.79859059,1.80000000,6.18172321,2.79859059,1.80000000,3.21721475,2.30000000,7.59686969,3.21721475,2.30000000,3.63583891,2.80000000,9.01201618,3.63583891,2.80000000,5.00000000,1.00000000,0.00000000,0.00000000,0.00000000,-5.00000000,0.00000000,-0.99631522,-0.91493938,-0.83356354,-0.99859059,-0.91721475,-0.83583891
00-0037012,0,LAC,Trey Lance,QB,,,,7.51797539,,,,,7.52249217,,,,,7.52700894,,,,,8.61331904,,,,,8.61783581,,,,,8.62235259,,,,,,,,,,,,,,,
