dt,team,player_name,gsis_id,espn_id,pos_abb,pos_rank
2026-09-10T12:01:46Z,SF,George Kittle,00-0033288,3040151,TE,1
2026-09-10T12:01:46Z,SF,Jake Tonges,00-0037112,4259147,TE,2
2026-09-10T12:01:46Z,SF,Luke Farrell,00-0036887,4040612,TE,3
2026-09-10T12:01:46Z,SF,Mike Evans,00-0031408,16737,WR,1
2026-09-10T12:01:46Z,SF,Deebo Samuel,00-0035719,3126486,WR,2
2026-09-10T12:01:46Z,SF,De'Zhaun Stribling,00-0041035,4710714,WR,3
2026-09-10T12:01:46Z,SF,Demarcus Robinson,00-0032775,3043116,WR,4
2026-09-10T12:01:46Z,SF,Jordan Watkins,00-0040172,4431466,WR,5
2026-09-10T12:01:46Z,SF,Jacob Cowing,00-0039365,4575665,WR,6
2026-09-10T12:01:46Z,SF,Christian Kirk,00-0034775,3895856,WR,7
2026-09-10T12:01:46Z,SF,Brandon Aiyuk,00-0036261,4360438,WR,8
2026-09-10T12:01:46Z,SF,Ricky Pearsall,00-0039916,4428209,WR,9
2026-09-10T12:01:46Z,TB,Baker Mayfield,00-0034855,3052587,QB,1
2026-09-10T12:01:46Z,TB,Jalon Daniels,00-0041251,4596472,QB,2
2026-09-10T12:01:46Z,TB,Bucky Irving,00-0039361,4596448,RB,1
2026-09-10T12:01:46Z,TB,Kenny Gainwell,00-0036919,4371733,RB,2
2026-09-10T12:01:46Z,TB,Sean Tucker,00-0038951,4430871,RB,3
2026-09-10T12:01:46Z,TB,Cade Otton,00-0038129,4243331,TE,1
2026-09-10T12:01:46Z,TB,Payne Durham,00-0039050,4372505,TE,2
2026-09-10T12:01:46Z,TB,Ko Kieft,00-0037311,4034779,TE,3
2026-09-10T12:01:46Z,TB,Bauer Sharp,00-0041094,4890373,TE,4
2026-09-10T12:01:46Z,TB,Emeka Egbuka,00-0040129,4567750,WR,1
2026-09-10T12:01:46Z,TB,Chris Godwin Jr.,00-0033921,3116165,WR,2
2026-09-10T12:01:46Z,TB,Jalen McMillan,00-0039855,4430834,WR,3
2026-09-10T12:01:46Z,TB,Ted Hurst III,00-0041048,5220680,WR,4
2026-09-10T12:01:46Z,TB,Tez Johnson,00-0040237,4608810,WR,5
2026-09-10T12:01:46Z,TB,Kameron Johnson,00-0039589,5097554,WR,6
2026-09-10T12:01:46Z,TB,David Sills V,00-0035359,3871102,WR,7
2026-09-10T12:01:46Z,TEN,Cam Ward,00-0040676,4688380,QB,1
2026-09-10T12:01:46Z,TEN,Mitchell Trubisky,00-0033869,3039707,QB,2
2026-09-10T12:01:46Z,TEN,Tony Pollard,00-0035261,3916148,RB,1
2026-09-10T12:01:46Z,TEN,Tyjae Spears,00-0039032,4428557,RB,2
2026-09-10T12:01:46Z,TEN,Nicholas Singleton,00-0040886,4685555,RB,3
2026-09-10T12:01:46Z,TEN,Julius Chestnut,00-0037594,4367567,RB,4
2026-09-10T12:01:46Z,TEN,Gunnar Helm,00-0040584,4686728,TE,1
2026-09-10T12:01:46Z,TEN,Daniel Bellinger,00-0038115,4361516,TE,2
2026-09-10T12:01:46Z,TEN,Kylen Granson,00-0036876,4039160,TE,3
2026-09-10T12:01:46Z,TEN,David Martin-Robinson,00-0039648,4360978,TE,4
2026-09-10T12:01:46Z,TEN,Jaren Kanak,00-0040901,4877034,TE,5
2026-09-10T12:01:46Z,TEN,Carnell Tate,00-0041438,4871023,WR,1
2026-09-10T12:01:46Z,TEN,Wan'Dale Robinson,00-0038117,4569587,WR,2
2026-09-10T12:01:46Z,TEN,Calvin Ridley,00-0034837,3925357,WR,3
2026-09-10T12:01:46Z,TEN,Chimere Dike,00-0040705,4431268,WR,4
2026-09-10T12:01:46Z,TEN,Elic Ayomanor,00-0040170,4883647,WR,5
2026-09-10T12:01:46Z,WAS,Jayden Daniels,00-0039910,4426348,QB,1
2026-09-10T12:01:46Z,WAS,Marcus Mariota,00-0032268,2576980,QB,2
2026-09-10T12:01:46Z,WAS,Athan Kaliakmanis,00-0041117,4432722,QB,3
2026-09-10T12:01:46Z,WAS,Jacory Croskey-Merritt,00-0040242,4575131,RB,1
2026-09-10T12:01:46Z,WAS,Rachaad White,00-0037256,4697815,RB,2
2026-09-10T12:01:46Z,WAS,Kaytron Allen,00-0041096,4685246,RB,3
2026-09-10T12:01:46Z,WAS,Jeremy McNichols,00-0033955,3127586,RB,4
2026-09-10T12:01:46Z,WAS,Chig Okonkwo,00-0037809,4360635,TE,1
2026-09-10T12:01:46Z,WAS,John Bates,00-0036628,4048228,TE,2
2026-09-10T12:01:46Z,WAS,Ben Sinnott,00-0039912,4690923,TE,3
2026-09-10T12:01:46Z,WAS,Colson Yankoff,00-0039686,4361088,TE,4
2026-09-10T12:01:46Z,WAS,Terry McLaurin,00-0035659,3121422,WR,1
2026-09-10T12:01:46Z,WAS,Stefon Diggs,00-0031588,2976212,WR,2
2026-09-10T12:01:46Z,WAS,Antonio Williams,00-0041040,5081432,WR,3
2026-09-10T12:01:46Z,WAS,Treylon Burks,00-0037742,4567156,WR,4
2026-09-10T12:01:46Z,WAS,Dyami Brown,00-0036626,4361577,WR,5
2026-09-10T12:01:46Z,WAS,Luke McCaffrey,00-0039355,4426948,WR,6
2026-09-10T12:01:46Z,WAS,Jaylin Lane,00-0040164,4602667,WR,7
