season,week,player_id,name,position,team,air_yds,pass_air_yds,pass_att,pass_i10,pass_rz,rush_att,rush_i10,rush_i5,rush_rz,tgt,tgt_deep,tgt_ez,tgt_i10,tgt_rz,ep_std,pts_std,ewma_ep_pre_std,ewma_ep_std,ep_half,pts_half,ewma_ep_pre_half,ewma_ep_half,ep_ppr,pts_ppr,ewma_ep_pre_ppr,ewma_ep_ppr,ep_std6,pts_std6,ewma_ep_pre_std6,ewma_ep_std6,ep_half6,pts_half6,ewma_ep_pre_half6,ewma_ep_half6,ep_ppr6,pts_ppr6,ewma_ep_pre_ppr6,ewma_ep_ppr6,seeded_from_prior,passing_tds
2026,1,00-0030565,Geno Smith,QB,NYJ,0.00000000,168.00000000,24.00000000,0.00000000,1.00000000,3.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,9.75031866,9.30000000,12.88133415,11.78547873,9.75179613,9.30000000,12.88613931,11.78911920,9.75327360,9.30000000,12.89094447,11.79275966,11.15245585,9.30000000,15.21284967,13.79171183,11.15393332,9.30000000,15.21765483,13.79535230,11.15541080,9.30000000,15.22245998,13.79899277,true,0
2026,2,00-0030565,Geno Smith,QB,NYJ,0.00000000,253.00000000,40.00000000,1.00000000,6.00000000,5.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,16.87579719,15.58000000,11.78547873,13.56709019,16.88304839,15.58000000,11.78911920,13.57199441,16.89029959,15.58000000,11.79275966,13.57689864,19.60037872,17.58000000,13.79171183,15.82474524,19.60762992,17.58000000,13.79535230,15.82964947,19.61488111,17.58000000,13.79899277,15.83455369,true,1
2026,1,00-0031381,Davante Adams,WR,LA,73.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,6.00000000,1.00000000,0.00000000,0.00000000,0.00000000,5.80820329,2.60000000,11.78552552,9.69346274,7.68801624,4.10000000,14.09502916,11.85257464,9.56782919,5.60000000,16.40453280,14.01168654,5.80929047,2.60000000,11.78557020,9.69387230,7.68910342,4.10000000,14.09507384,11.85298420,9.56891638,5.60000000,16.40457749,14.01209610,true,0
2026,2,00-0031381,Davante Adams,WR,LA,198.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,10.00000000,4.00000000,1.00000000,0.00000000,1.00000000,13.42793485,31.50000000,9.69346274,11.00052798,15.96576005,35.50000000,11.85257464,13.29218953,18.50358524,39.50000000,14.01168654,15.58385108,13.42821915,31.50000000,9.69387230,11.00089370,15.96604435,35.50000000,11.85298420,13.29255525,18.50386955,39.50000000,14.01209610,15.58421681,true,0
2026,1,00-0031408,Mike Evans,WR,SF,55.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,7.00000000,0.00000000,1.00000000,1.00000000,2.00000000,7.99395708,10.90000000,9.41464988,8.91740740,10.28635602,13.90000000,11.69179055,11.19988846,12.57875497,16.90000000,13.96893122,13.48236953,7.99504812,10.90000000,9.41571193,8.91847959,10.28744707,13.90000000,11.69285260,11.20096066,12.57984601,16.90000000,13.96999327,13.48344173,true,0
2026,2,00-0031408,Mike Evans,WR,SF,40.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.94841557,5.40000000,8.91740740,6.82826026,3.85973227,6.90000000,11.19988846,8.63083380,4.77104897,8.40000000,13.48236953,10.43340733,2.94832751,5.40000000,8.91847959,6.82892637,3.85964421,6.90000000,11.20096066,8.63149990,4.77096091,8.40000000,13.48344173,10.43407344,true,0
2026,2,00-0031503,Jameis Winston,QB,NYG,0.00000000,294.00000000,27.00000000,0.00000000,1.00000000,2.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,11.03134990,2.54000000,10.38489488,10.61115414,11.03433416,2.54000000,10.68712445,10.80864785,11.03731841,2.54000000,10.98935403,11.00614156,12.94493561,2.54000000,11.99019626,12.32435503,12.94791986,2.54000000,12.29242583,12.52184874,12.95090411,2.54000000,12.59465541,12.71934246,true,0
2026,1,00-0031588,Stefon Diggs,WR,WAS,83.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,9.00000000,1.00000000,0.00000000,1.00000000,1.00000000,9.02957904,11.50000000,5.78854629,6.92290776,11.99690898,13.50000000,7.77937409,9.25551130,14.96423893,15.50000000,9.77020189,11.58811485,9.03091829,11.50000000,5.79067559,6.92476053,11.99824823,13.50000000,7.78150339,9.25736408,14.96557817,15.50000000,9.77233118,11.58996763,true,0
2026,2,00-0031588,Stefon Diggs,WR,WAS,72.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,6.00000000,2.00000000,2.00000000,1.00000000,3.00000000,9.16149222,16.70000000,6.92290776,7.70641232,10.82717241,19.20000000,9.25551130,9.80559269,12.49285261,21.70000000,11.58811485,11.90477306,9.16491106,16.70000000,6.92476053,7.70881322,10.83059126,19.20000000,9.25736408,9.80799359,12.49627146,21.70000000,11.58996763,11.90717397,true,0
2026,1,00-0031610,Darren Waller,TE,CAR,8.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.42727009,2.80000000,6.35840254,4.63250618,2.18155101,3.80000000,7.72190693,5.78278236,2.93583192,4.80000000,9.08541132,6.93305853,1.42494279,2.80000000,6.36383833,4.63522489,2.17922370,3.80000000,7.72734272,5.78550106,2.93350462,4.80000000,9.09084710,6.93577723,true,0
2026,2,00-0031610,Darren Waller,TE,CAR,26.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.00000000,0.00000000,2.00000000,1.00000000,2.00000000,6.88932882,15.30000000,4.63250618,5.42239411,7.75508324,16.80000000,5.78278236,6.47308767,8.62083766,18.30000000,6.93305853,7.52378122,6.88795623,15.30000000,4.63522489,5.42368086,7.75371065,16.80000000,5.78550106,6.47437442,8.61946506,18.30000000,6.93577723,7.52506797,true,0
2026,1,00-0032104,Ameer Abdullah,RB,JAX,-3.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.29510402,3.20000000,1.23901329,1.60864505,2.69892261,3.70000000,1.78964032,2.10788912,3.10274119,4.20000000,2.34026735,2.60713319,2.29666729,3.20000000,1.23863699,1.60894760,2.70048588,3.70000000,1.78926402,2.10819167,3.10430446,4.20000000,2.33989105,2.60743574,true,0
