team,week,player,position,injury,mon,tue,wed,thu,fri,sat,sun,practice_days,game_status,page_team,source,source_kind,published_at
HOU,3,Dalton Schultz,TE,Not Injury Related - Rest,"","",DNP,"","","","","wed,thu,fri","",HOU,https://www.houstontexans.com/team/injury-report/week/REG-3,club_grid,""
HOU,3,Nico Collins,WR,Hamstring,"","",DNP,"","","","","wed,thu,fri","",HOU,https://www.houstontexans.com/team/injury-report/week/REG-3,club_grid,""
IND,3,Jonathan Taylor,RB,NIR - Rest,"","",LP,"","","","","wed,thu,fri","",HOU,https://www.houstontexans.com/team/injury-report/week/REG-3,club_grid,""
IND,3,Alec Pierce,WR,Heel,"","",DNP,"","","","","wed,thu,fri","",HOU,https://www.houstontexans.com/team/injury-report/week/REG-3,club_grid,""
IND,3,Ashton Dulin,WR,Ankle,"","",DNP,"","","","","wed,thu,fri","",HOU,https://www.houstontexans.com/team/injury-report/week/REG-3,club_grid,""
IND,3,Keenan Allen,WR,NIR - Rest,"","",LP,"","","","","wed,thu,fri","",HOU,https://www.houstontexans.com/team/injury-report/week/REG-3,club_grid,""
IND,3,Laquon Treadwell,WR,Shoulder,"","",FP,"","","","","wed,thu,fri","",HOU,https://www.houstontexans.com/team/injury-report/week/REG-3,club_grid,""
